filename,label,centroid_mean,centroid_var,bandwidth_mean,bandwidth_var,zcr_mean,zcr_var,chroma_mean,chroma_var,mfcc1_mean,mfcc1_var,mfcc2_mean,mfcc2_var,mfcc3_mean,mfcc3_var,mfcc4_mean,mfcc4_var,mfcc5_mean,mfcc5_var,mfcc6_mean,mfcc6_var,mfcc7_mean,mfcc7_var,mfcc8_mean,mfcc8_var,mfcc9_mean,mfcc9_var,mfcc10_mean,mfcc10_var,mfcc11_mean,mfcc11_var,mfcc12_mean,mfcc12_var,mfcc13_mean,mfcc13_var,mfcc14_mean,mfcc14_var,mfcc15_mean,mfcc15_var,mfcc16_mean,mfcc16_var,mfcc17_mean,mfcc17_var,mfcc18_mean,mfcc18_var,mfcc19_mean,mfcc19_var,mfcc20_mean,mfcc20_var
blues.00013_part1.wav,0,1361.7425388489307,65729.00660304914,1884.4962183007449,58050.02356731776,0.050037525318287035,0.000498206399391381,0.31665066,0.08893627,-200.51018,1853.5604,132.77211,249.5176,5.691462,452.82416,49.794926,139.94257,0.1571596,149.83073,13.518748,166.27878,-3.6806905,56.225605,12.020001,60.91379,-29.035559,102.98592,13.403253,50.51406,-4.5731425,47.36722,-0.45741984,66.24111,-6.135235,46.469692,14.697091,54.59335,-0.41182682,55.050434,2.5081668,44.061405,-3.4097528,68.944466,0.09931088,83.49081,-0.2802467,66.43954,-2.3131497,65.67975
blues.00076_part5.wav,0,2642.6750831843974,217135.449489321,2442.033513407881,47975.70840394838,0.12823486328125,0.002343653114857497,0.35253787,0.08725313,-56.293976,1210.3591,73.69205,231.57509,-17.958519,186.1777,57.934723,87.445786,-2.769041,116.763824,31.297474,116.83439,-20.831589,128.84784,17.910744,64.892746,-10.033788,40.01259,28.76665,55.980614,-9.215387,55.294098,10.65106,41.80591,-11.073617,57.331062,7.3519583,48.64646,-8.738674,64.58573,9.377988,52.620327,-10.787365,50.11916,1.8986541,38.76661,-6.6865244,40.71567,4.5569186,52.65146
blues.00009_part4.wav,0,1445.2509466863792,39349.95167520475,1917.8131843960566,44912.93315762213,0.058259186921296294,0.00018779281399050534,0.31000757,0.08242826,-273.14984,1342.4211,136.34288,188.72185,-3.5838459,239.35236,33.600567,88.57504,-9.500097,48.623997,16.012306,92.35644,-9.426797,55.908424,13.72371,60.81723,-19.888498,27.599905,4.3801236,35.247715,-7.52712,49.558346,11.553709,48.27369,-2.249083,43.711445,6.9651065,68.71486,2.027941,65.52474,7.174709,30.131474,-2.253036,22.136099,-2.377588,44.387356,-5.00749,43.299908,-5.1495476,20.840715
blues.00036_part3.wav,0,1338.9652810595983,309877.727375076,1971.823134542914,247258.0800094806,0.03996220341435185,0.00042701722090790457,0.2173813,0.09328883,-186.9119,1752.3273,117.11838,772.6056,18.18904,127.18861,19.463919,216.87529,-5.973278,228.90349,22.916698,127.99794,-27.538013,231.6297,10.969723,94.34207,-30.035912,93.76181,-6.6826773,126.61191,-28.659096,129.08958,-14.853063,113.98206,-17.50939,90.1634,-8.08219,48.404507,-10.934867,62.284855,-14.1417055,82.222275,-15.823536,73.03754,-4.9722414,73.73761,-16.216696,60.026115,-14.938903,64.99811
blues.00065_part2.wav,0,2707.743428735405,269508.5025129642,2358.50003501977,38580.21731286693,0.1436134620949074,0.0020620037784955794,0.3130542,0.085900486,-118.791435,1070.0846,78.89527,482.9763,-19.374474,306.34018,48.0962,128.83905,-32.168118,118.416885,22.952902,81.84346,-23.158812,130.61449,17.80317,34.029667,-13.92008,87.9105,12.552221,84.52197,-17.650465,50.504143,6.264609,27.35155,-21.834333,45.723724,3.4488225,47.14983,-13.209493,80.88658,5.493285,46.75347,-13.259914,60.67905,10.066212,118.24071,-6.9722724,112.27994,-1.3403703,61.905598
blues.00040_part4.wav,0,2095.250982442727,210162.29341957674,2333.558411529319,47938.33419104357,0.07630976924189815,0.0010377077848250647,0.39556038,0.07733588,-123.39989,1527.854,93.904785,271.33035,1.8413773,233.91037,78.1042,97.53555,-5.26488,65.37741,36.631546,49.174007,-17.483631,57.984962,21.591341,55.50464,-15.355815,41.16428,10.050763,75.21024,-22.4332,37.77105,5.1102996,50.811108,-9.043131,53.92497,1.3565966,34.24843,-15.888777,35.15223,7.379656,36.067528,-6.961124,31.423277,-2.6065695,20.492043,-3.3560748,44.403267,1.6115521,28.937681
blues.00088_part1.wav,0,899.9094025361849,95415.80968501055,1426.1445612570553,139483.33356871622,0.028304488570601853,0.0001154638806406526,0.36121026,0.09432765,-216.1283,3314.876,156.49779,536.1044,-2.5759084,175.62038,40.82471,97.80711,20.299837,155.48291,19.26864,111.72404,0.80833703,71.90823,11.694806,52.84815,-9.534892,99.321434,0.44316524,82.1278,-6.3234105,72.87601,2.7039468,43.742573,-1.7852597,62.300816,0.13828075,46.874332,-7.1313915,49.685337,-7.825948,31.547123,-7.873432,42.28654,-6.3398404,35.246956,-0.08828746,38.546696,1.1615323,29.323526
blues.00097_part5.wav,0,626.8595846556591,19414.615182724105,999.1284033654192,41840.97299203542,0.024368851273148147,5.396223526105632e-05,0.34781212,0.09414924,-196.71379,1298.3973,190.50192,196.66907,-7.3428426,184.4406,39.867413,84.51607,18.815819,85.99417,13.087602,85.513275,7.4465485,39.299236,14.001506,36.84163,-3.1452427,57.26141,-2.920458,29.611282,-8.184382,50.785664,-4.1586432,42.933033,1.8322717,47.26645,-2.5491853,32.997616,-8.097618,25.37849,-13.660084,44.491734,-20.955141,42.103706,-15.62751,37.412354,-0.61908156,27.149055,7.11393,38.704624
blues.00017_part2.wav,0,1203.4535272364626,227328.49642905392,1464.5781840697612,76791.15008236094,0.05284288194444445,0.0008589331014656725,0.28545737,0.09042492,-230.94151,4471.471,139.89543,868.50665,-11.437681,650.27936,64.20686,378.42816,11.495746,260.7136,10.286063,85.54728,2.5858014,118.86181,1.0451843,81.72599,-23.566036,125.06385,8.394012,104.513115,8.019299,136.22813,-4.5617104,63.849922,1.0546976,105.645325,4.737637,77.845345,-2.9689105,67.92867,-3.1169834,59.25283,-3.3084395,50.33789,-3.0343976,51.88724,-0.1860808,69.04385,-2.930536,61.720676
blues.00069_part5.wav,0,2586.571943616773,213138.2400709877,2320.7092147450708,34228.422979849616,0.14167842158564814,0.0018034628675471281,0.3552929,0.08426695,-107.260445,831.26825,89.32411,347.40366,-18.49973,205.61922,53.466335,116.14087,-35.85661,115.02387,28.927929,68.48729,-34.014656,158.11063,13.975236,101.78434,-22.399422,72.857475,8.284491,51.167862,-21.742676,37.62078,8.510534,58.917572,-18.249094,53.662247,4.6383586,68.24066,-13.633672,72.518974,-5.462789,42.367767,-11.915996,56.03513,-2.7396495,72.944885,-5.1223135,86.38179,-3.9510791,68.52378
blues.00053_part0.wav,0,2070.491768666526,132715.832644514,1952.6577768496174,68630.69298898897,0.11208089192708333,0.0012888506882720524,0.40486974,0.0908127,-82.963326,3948.7363,109.56621,362.23853,-42.10182,286.64148,54.702106,452.32993,-10.460834,237.20421,22.416332,139.78317,-14.01529,136.22324,20.976559,142.61662,-11.945207,58.46552,12.267476,87.88616,-2.7967255,45.80969,16.23497,83.009384,-6.25906,66.215836,5.1499567,53.508446,-3.6093884,44.213043,6.7995543,49.500923,-5.9965444,71.48664,-0.92101806,43.648003,-4.220448,48.10668,-3.0939763,64.28724
blues.00046_part0.wav,0,1856.9542050535763,328346.01614984684,2366.483515398569,80375.28954011247,0.051543059172453706,0.0007015391826547876,0.370553,0.098229714,-190.95244,2363.5002,90.32007,400.7799,17.334183,180.26233,67.90423,95.55045,2.7602198,101.01412,40.198406,41.636898,-5.190448,48.696415,26.447203,41.7469,-13.466251,45.562534,4.0885396,40.853867,-16.049568,42.1013,7.362577,30.780432,-7.1454206,41.386753,-1.4975795,30.028425,-16.688622,43.245735,5.802656,28.553967,-6.3428383,46.752018,-3.2858565,28.730268,-5.6798944,33.88093,5.577907,35.80303
blues.00080_part2.wav,0,1831.203295974444,175891.87314179787,1930.6290342819761,61624.84391815959,0.08588776765046297,0.001024014154252365,0.34127265,0.09530581,-55.342537,2213.7915,116.88433,451.69803,-31.446764,188.58119,41.474392,110.69951,-11.81522,96.25195,17.813154,123.74291,-24.691721,357.0533,17.889257,75.47418,-9.5159235,122.655846,11.395435,78.81778,-12.585167,70.191895,13.819169,45.38387,-0.24928573,99.91347,5.778803,82.810745,-5.6176953,55.019024,-2.1057694,90.48477,-8.849954,34.511986,-1.5223848,37.788895,-5.7300515,39.555313,1.9133558,38.00792
blues.00086_part1.wav,0,1110.9298082963176,477925.9338804242,1591.0908175509148,281257.14302997006,0.03716136791087963,0.001405791608190013,0.3624333,0.098494455,-248.38126,7713.6587,139.87129,1068.542,9.123747,687.24896,34.91522,107.38688,12.843422,371.89627,18.51654,124.84293,-1.8490881,126.14351,9.8772335,77.39559,-8.258448,207.32053,9.82572,63.66904,-0.129545,91.1401,1.0154637,65.40526,0.36662042,74.574135,-1.025128,48.023106,-3.0612087,75.91905,1.9578868,64.809944,-9.414705,51.79861,-3.144656,47.77823,-5.061025,46.86175,-4.281608,51.34036
blues.00003_part4.wav,0,1173.0163352431775,149700.65979244685,1708.2879457546053,123695.68655383278,0.03666630497685185,0.00047397850635774497,0.39165568,0.09379062,-179.33026,4079.5354,146.49794,291.74713,2.2867908,237.39066,24.914307,179.19322,-6.658378,333.08725,16.250908,157.70117,-6.172698,90.87093,11.625909,89.13652,-3.7928982,77.27089,7.6736155,60.224022,-6.841265,94.55382,6.532856,52.82645,-0.63329554,65.49752,-2.4502676,100.148766,-4.1579123,107.36979,1.8495902,58.23194,-7.461186,43.25693,0.9370282,50.532146,0.06143697,52.786247,-3.4006948,34.83706
blues.00060_part3.wav,0,1813.572932788274,97792.97293060216,1909.480715857472,65662.9870281751,0.0874339916087963,0.0008853354857945801,0.41228974,0.0829474,-74.76733,1751.9147,121.882095,310.16934,-35.988033,279.5305,53.893044,262.3283,-0.21008527,231.57639,29.966557,94.56036,-17.663523,150.57153,23.617369,118.6928,-12.803886,74.67269,11.47898,48.26917,-6.265739,40.605587,13.184777,61.931343,-11.276568,46.051716,1.0858727,50.44456,-1.4009249,46.04813,2.4272952,40.78288,-7.444806,32.676926,-0.69203115,49.31838,-3.2772722,43.127304,-3.9303997,38.410923
blues.00047_part5.wav,0,2023.5223392986243,214674.8052995643,2285.194203646578,76937.73716310834,0.0924411349826389,0.001260943940760177,0.34703356,0.0902477,-131.32411,1679.2052,95.74457,299.87964,5.385671,322.80804,63.93594,216.17976,-7.152032,190.01935,37.159134,99.07022,-7.3124366,122.88795,21.731651,126.29824,-25.93794,80.54251,6.558214,66.419014,-18.576616,56.03779,4.443762,34.87458,-7.103548,74.368004,0.6738715,31.685696,-15.787474,40.80218,7.6676793,50.617218,-3.7276888,32.1355,-8.453393,59.36465,-4.527489,63.20397,5.747799,56.16143
blues.00041_part0.wav,0,2345.464018623487,244288.61222645806,2435.306960307048,92934.89846228309,0.09894024884259259,0.0010784780210591801,0.3753334,0.08272584,-109.281204,1438.7157,90.19754,311.40292,-6.232312,270.1231,55.299286,116.33107,-7.935377,123.194954,40.995514,56.099957,-4.7719626,99.71886,25.852682,80.91183,-20.568192,47.54749,16.506983,195.76712,-16.578438,84.80155,13.483159,44.73244,-2.6669848,49.232914,4.7749534,54.67514,-15.26112,34.665226,11.924178,44.318577,-5.3988404,46.074642,-4.5246477,82.94201,-7.9527717,67.15463,-0.23608698,33.857822
blues.00034_part0.wav,0,1534.0332927293396,488405.0033608149,2138.648864609241,170137.05421716458,0.04269748263888889,0.00066034808570956,0.26231638,0.10113978,-228.17296,4490.1494,105.99009,776.3549,14.626168,393.54276,24.01012,290.32935,-2.4687672,331.05554,31.25624,114.411385,-16.267918,273.30435,17.768446,82.79409,-25.406303,104.66334,10.644807,178.44452,-17.350697,108.734535,-11.1598625,48.617424,-17.20395,102.17219,-4.2497115,67.35453,-0.16970132,79.95801,-3.969551,53.23848,-18.247353,113.02985,-8.742401,94.25123,-12.153243,43.22195,-16.272142,55.331375
blues.00041_part5.wav,0,2373.8105278208013,334444.50138468336,2454.880475536958,79456.44873263751,0.1033619068287037,0.0015786605770859372,0.37831247,0.09022403,-109.22414,1538.3429,89.76078,341.202,-4.375492,417.05447,53.656693,101.14466,-11.630461,85.47256,39.01226,79.92083,-4.729054,103.7588,32.681747,55.52483,-19.424437,37.87648,15.841738,114.1363,-17.675524,64.39033,13.680011,49.64501,-3.508563,72.590675,5.250593,45.690746,-18.878567,30.261284,11.171339,23.110558,-6.9000797,28.517729,-6.1520934,52.937943,-10.688306,47.24551,1.9490498,40.48724
blues.00067_part0.wav,0,2225.523786443599,192757.7408289916,2209.980596170491,70615.70766973632,0.10406494140625,0.0011460909412966834,0.3488342,0.08819281,-98.18144,931.34515,102.246765,350.1549,-18.886995,333.4873,46.385708,238.76222,-26.818762,186.64949,19.584957,62.64428,-18.762218,223.5127,15.15699,67.9868,-15.727035,57.63378,11.967821,54.728546,-14.437988,105.057465,7.3278403,72.21742,-18.561443,39.992924,3.2260747,51.603985,-9.749305,33.34372,9.493923,73.16046,-15.191493,93.13128,7.7662973,42.046288,-3.7431517,60.44694,-3.523198,58.621338
blues.00058_part5.wav,0,2064.822989720978,252193.04541576336,2099.2536255376913,108164.7686086633,0.09929289641203703,0.0014348021914111898,0.39092132,0.0835603,-104.180954,3420.4702,102.95963,552.4226,-20.091993,441.68048,64.81375,126.363396,-2.6355457,139.57741,21.857677,183.08775,-16.36141,86.48549,15.945313,94.826675,-19.817749,71.89334,12.417237,58.766087,-7.450027,72.035385,9.464788,55.44222,-12.627222,42.483578,4.9923606,47.57881,-9.502568,54.626484,4.715945,54.38312,-4.6895547,32.60111,-1.1400346,48.553074,-1.8072821,50.714363,-4.4300957,40.625942
blues.00028_part0.wav,0,1207.7651377341415,75076.86268385814,1219.9406445540435,30838.244164076892,0.07142017505787036,0.0011851792268465248,0.2531501,0.097291216,-198.11882,4496.5225,151.46634,321.57114,-41.432293,880.3032,35.126053,152.48259,13.487576,110.66034,12.429323,94.84401,1.1781759,146.34586,6.2677956,95.9133,-12.0754385,74.705605,-1.9322923,106.4462,1.472177,64.087494,-2.8231878,76.20654,-2.5015523,55.218864,-5.0152316,51.759037,-1.3027427,57.008835,-3.3401043,71.44788,-11.980125,77.272644,-7.6271915,84.01547,-0.17309502,39.65266,-6.22388,148.90727
blues.00067_part2.wav,0,2433.3766848808596,372036.6873488241,2232.4404759716426,78958.7989050757,0.12804271556712962,0.003063818289092212,0.32801443,0.08771569,-91.63047,1111.6815,97.17132,603.95087,-18.724226,435.57956,46.069004,186.40755,-32.42355,124.956055,24.953804,80.3142,-23.077986,316.78647,15.064559,62.94274,-14.842136,79.11988,12.96372,51.27104,-16.52809,155.64252,8.142277,91.704185,-18.56299,64.80793,2.4052994,49.53838,-8.541703,84.363655,6.4256344,91.66005,-9.721108,55.123714,11.531246,88.26831,-2.4295216,93.74141,0.19125578,64.631744
blues.00009_part1.wav,0,1738.2049975443692,300739.4486798591,1880.803580850115,155239.23374101616,0.08213523582175926,0.001103929020413319,0.2737481,0.0931547,-187.22624,4065.7417,126.51537,563.8764,-16.74887,670.4735,42.471184,337.12488,-19.34913,289.11954,15.0674095,326.21365,-10.596317,112.83581,9.5670595,102.367615,-18.2708,91.84862,3.0312924,77.64286,-9.394306,60.64217,1.8632835,103.98379,-4.5200357,57.22337,-7.8400354,56.745438,-5.530457,110.37115,-3.725678,44.764946,-1.4770716,64.59176,-0.52172035,162.53685,2.190332,77.22832,-4.5784698,83.754486
blues.00041_part4.wav,0,2223.974103482139,93626.36612036535,2365.177570815709,48389.35189394532,0.09416142216435185,0.0007241772812253326,0.37202778,0.08379528,-101.77904,889.3527,98.80456,172.74515,-11.915289,292.6854,54.043903,105.306526,-13.549919,76.916985,34.89512,103.58512,-10.265187,77.7396,28.102404,79.4855,-20.599283,56.9826,10.870917,124.025826,-23.037075,60.326374,12.801258,58.533546,-7.6452427,39.19856,3.501857,65.35408,-17.888014,45.42625,12.247746,42.010323,-8.819678,47.143276,-2.5068643,48.986042,-8.188356,44.11977,0.21038215,44.120903
blues.00048_part3.wav,0,2042.708250682925,151001.71614028377,2187.593190810229,67370.55713210827,0.0872802734375,0.001098123413545114,0.38821954,0.08294525,-114.27353,1154.3594,104.34994,233.33008,-19.750975,359.01993,60.3071,84.33561,-4.079851,122.03544,35.767113,45.837868,-16.568062,88.79503,26.275595,95.89375,-9.795397,68.33542,14.392883,57.112095,-20.36381,49.42681,4.5571723,64.601234,-8.806597,44.358913,2.3863103,79.19354,-10.333911,33.289715,1.3058648,60.069096,-6.573952,23.107046,3.1067905,45.341732,-1.0553403,45.218254,-3.5970294,62.835518
blues.00061_part1.wav,0,2471.3101861301507,134098.32259955388,2189.153525708081,34145.21946525167,0.15883834273726852,0.0019397972246174623,0.45641595,0.07727675,-86.36878,950.2626,96.911,193.2078,-25.567802,141.66164,77.59762,61.84096,-26.979374,45.48962,36.76333,35.389202,-23.886093,47.788166,24.45039,52.166584,-16.718437,42.68882,10.7985525,39.356533,-10.899553,39.859028,12.736272,48.229427,-7.043749,33.05069,7.0987773,37.509125,-13.3620825,56.146946,-5.0626445,50.330765,-6.3468294,26.739225,-3.8910837,25.684156,-7.8685575,35.657375,-2.452627,36.465694
blues.00040_part5.wav,0,2421.269760221949,175573.13364423407,2406.6678556923616,36072.8060869686,0.1120876736111111,0.0017231143551108277,0.4215216,0.07513911,-110.17381,897.72107,85.72915,229.52072,-2.6592143,172.26913,77.488594,70.81993,-17.488674,68.897705,45.118336,51.66597,-8.798179,44.1426,24.34696,40.048447,-15.966068,39.16076,6.013413,69.63915,-25.343266,27.236782,6.935489,32.522137,-7.883682,37.950832,3.0856555,27.236027,-16.833012,34.138855,10.484,28.828243,-2.6667764,32.232193,0.5525388,22.779213,-6.0870953,23.630629,4.214521,28.50415
blues.00003_part0.wav,0,839.3472477039727,106044.2419546677,1343.545562882967,96155.16739490654,0.024409541377314815,0.0001972825234482481,0.3917974,0.1002332,-225.12614,5911.6245,160.49052,426.90457,5.700141,314.36978,26.851997,105.68589,8.370367,176.4701,9.451518,83.99747,2.1274712,64.176895,10.046883,57.055233,2.389887,66.6292,9.063893,27.164774,3.2873538,48.517433,3.3380754,25.113443,-2.649507,24.805153,-1.2878516,35.57275,-2.1385458,31.995066,0.63868403,25.046602,0.80395806,22.497702,2.5598032,16.241768,1.1877611,23.999155,-3.242301,26.840078
blues.00020_part2.wav,0,1488.8865041907168,74371.60533649138,2027.0394112191454,68498.17030635376,0.050778989438657406,0.00034406780685580476,0.32600656,0.09767466,-246.17189,1993.6505,122.51293,259.62097,7.8557014,399.4517,48.239227,269.4658,0.85412455,61.169113,15.891398,172.72067,-6.125625,57.77427,11.609412,57.86987,-20.15919,70.504265,17.18595,66.36456,-3.7754056,66.99687,5.4219885,66.60142,-4.280097,44.426033,7.2912993,46.741844,-7.0888987,51.987274,-2.5302582,46.83647,-3.2492676,35.576225,-0.57530296,33.62492,-1.6257181,50.335987,4.0924263,61.30595
blues.00036_part5.wav,0,1430.3788631677892,169581.6242699608,2108.961244657732,114797.97344704649,0.040538646556712965,0.00028093974265705577,0.22934568,0.09789392,-179.70982,2495.391,114.94604,347.83182,13.13289,193.64104,22.855082,315.12277,-2.589265,149.87158,24.82476,112.344635,-34.32712,248.09505,14.109954,94.39243,-31.36348,78.78136,-6.4553924,106.08339,-28.126497,156.94623,-11.071858,109.19981,-19.377632,57.788128,-11.178526,67.07086,-14.591897,53.286087,-11.193023,64.938675,-18.692049,59.149933,-11.666359,50.835205,-15.219134,38.20016,-9.347112,74.130104
blues.00030_part1.wav,0,1755.8816830068022,1023441.4581005351,2187.4892389210236,237581.8158321224,0.05739565248842592,0.0019758603495988987,0.28274217,0.09976046,-185.33551,3322.9155,108.79456,1301.2734,19.969988,475.25708,26.262915,511.07928,-3.8836272,325.14954,27.235165,231.14482,-25.30221,195.9549,20.869247,163.41023,-28.34293,177.8749,3.6137762,117.59404,-17.504248,114.677795,-6.534368,59.203293,-22.974031,65.683754,-7.1703115,74.91735,-2.8675141,50.547012,-10.581255,47.106724,-14.263738,72.66904,-6.112115,68.75258,-9.62757,40.413994,-20.088017,55.00264
blues.00074_part0.wav,0,2377.3416432958916,216446.16336168873,2450.9609435167436,74292.75138126928,0.11140046296296297,0.0012770750558588893,0.35744604,0.08754184,-54.048347,1218.2335,95.24754,251.09401,-5.9996853,296.57175,39.56779,162.58586,-5.1427317,227.93114,26.625307,99.85908,-23.598564,94.32551,19.001358,51.892277,-22.369726,90.64554,13.194063,54.485336,-13.170369,71.03616,11.20955,41.521313,-4.699699,62.280525,5.69638,37.355305,-3.6099315,37.626156,5.6616325,51.395382,-5.7608495,61.89971,7.5063167,56.56213,-4.3112273,62.202816,1.7689544,64.334076
